Order ID,Customer ID,Platform,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,OrderDate
ORD005100,CUST7939,Swiggy Instamart,24,Personal Care,1603,Good quality products.,4,No,No,12/21/2018
ORD005101,CUST6984,Swiggy Instamart,39,Dairy,794,Quick and reliable!,5,No,No,12/22/2018
ORD005102,CUST6706,JioMart,30,Dairy,631,Packaging could be better.,3,No,No,12/23/2018
ORD005103,CUST4120,Blinkit,13,Beverages,510,"Horrible experience, never ordering again.",1,No,Yes,12/24/2018
ORD005104,CUST6254,Swiggy Instamart,50,Personal Care,733,Items missing from order.,2,Yes,Yes,12/25/2018
ORD005105,CUST6644,Blinkit,24,Snacks,479,Packaging could be better.,3,No,No,12/26/2018
ORD005106,CUST1396,Swiggy Instamart,26,Beverages,404,Excellent experience!,5,No,No,12/27/2018
ORD005107,CUST5994,JioMart,17,Snacks,254,Wrong item delivered.,1,No,Yes,12/28/2018
ORD005108,CUST3773,JioMart,12,Personal Care,1732,Packaging could be better.,3,No,No,12/29/2018
ORD005109,CUST6729,Blinkit,40,Grocery,1144,Very satisfied with the service.,5,No,No,12/30/2018
ORD005110,CUST8245,JioMart,32,Fruits & Vegetables,358,Items missing from order.,2,No,Yes,12/31/2018
ORD005111,CUST3389,JioMart,10,Fruits & Vegetables,89,Wrong item delivered.,1,No,Yes,1/1/2018
ORD005112,CUST8216,Blinkit,26,Beverages,403,Items missing from order.,2,No,Yes,1/2/2018
ORD005113,CUST1735,Swiggy Instamart,33,Fruits & Vegetables,335,Good quality products.,4,No,No,1/3/2018
ORD005114,CUST4825,JioMart,36,Dairy,625,Delivery person was rude.,2,No,Yes,1/4/2018
ORD005115,CUST4271,Blinkit,21,Personal Care,1697,Delivery person was rude.,2,No,Yes,1/5/2018
ORD005116,CUST7124,JioMart,24,Dairy,722,Good quality products.,4,No,No,1/6/2018
ORD005117,CUST3555,JioMart,23,Beverages,165,"Horrible experience, never ordering again.",1,No,Yes,1/7/2018
ORD005118,CUST2405,JioMart,26,Beverages,216,"Easy to order, loved it!",5,No,No,1/8/2018
ORD005119,CUST2841,JioMart,32,Dairy,336,"Easy to order, loved it!",5,No,No,1/9/2018
ORD005120,CUST1893,Blinkit,38,Personal Care,382,Packaging could be better.,3,No,No,1/10/2018
ORD005121,CUST4982,Blinkit,32,Grocery,289,Delivery person was rude.,2,No,Yes,1/11/2018
ORD005122,CUST3419,Blinkit,32,Grocery,752,Items missing from order.,2,No,Yes,1/12/2018
ORD005123,CUST5713,JioMart,28,Personal Care,651,Quick and reliable!,5,No,No,1/13/2018
ORD005124,CUST1225,JioMart,18,Personal Care,1889,"Not fresh, disappointed.",2,No,Yes,1/14/2018
ORD005125,CUST6624,JioMart,28,Dairy,545,"Easy to order, loved it!",5,No,No,1/15/2018
ORD005126,CUST2823,Blinkit,25,Beverages,324,"Easy to order, loved it!",5,No,No,1/16/2018
ORD005127,CUST5999,JioMart,23,Fruits & Vegetables,341,Good quality products.,4,No,No,1/17/2018
ORD005128,CUST8373,Swiggy Instamart,30,Snacks,292,Good quality products.,4,No,No,1/18/2018
ORD005129,CUST8719,JioMart,14,Snacks,52,Packaging could be better.,3,No,No,1/19/2018
ORD005130,CUST1372,Swiggy Instamart,25,Grocery,320,"Easy to order, loved it!",5,No,No,1/20/2018
ORD005131,CUST6437,JioMart,23,Grocery,220,Items missing from order.,2,No,Yes,1/21/2018
ORD005132,CUST4424,Blinkit,21,Snacks,368,Packaging could be better.,3,No,No,1/22/2018
ORD005133,CUST9814,JioMart,35,Grocery,362,"Horrible experience, never ordering again.",1,No,Yes,1/23/2018
ORD005134,CUST4471,Swiggy Instamart,31,Beverages,848,Excellent experience!,5,No,No,1/24/2018
ORD005135,CUST4339,Swiggy Instamart,34,Dairy,789,"Very late delivery, not happy.",2,No,Yes,1/25/2018
ORD005136,CUST9952,JioMart,34,Beverages,837,"Not fresh, disappointed.",2,No,Yes,1/26/2018
ORD005137,CUST9573,Swiggy Instamart,20,Fruits & Vegetables,460,Packaging could be better.,3,No,No,1/27/2018
ORD005138,CUST5237,Swiggy Instamart,40,Snacks,486,Quick and reliable!,5,No,No,1/28/2018
ORD005139,CUST9991,Blinkit,25,Personal Care,179,"Not fresh, disappointed.",2,No,Yes,1/29/2018
ORD005140,CUST8913,JioMart,41,Personal Care,1239,Excellent experience!,5,Yes,No,1/30/2018
ORD005141,CUST3315,JioMart,26,Snacks,313,Quick and reliable!,5,No,No,1/31/2018
ORD005142,CUST1301,JioMart,17,Beverages,623,Quick and reliable!,5,No,No,2/1/2018
ORD005143,CUST7170,Swiggy Instamart,19,Snacks,488,"Not fresh, disappointed.",2,No,Yes,2/2/2018
ORD005144,CUST9631,JioMart,39,Grocery,747,Items missing from order.,2,No,Yes,2/3/2018
ORD005145,CUST1712,JioMart,35,Dairy,422,"Very late delivery, not happy.",2,No,Yes,2/4/2018
ORD005146,CUST5185,Blinkit,22,Fruits & Vegetables,692,Items missing from order.,2,No,Yes,2/5/2018
ORD005147,CUST3790,Blinkit,32,Personal Care,1924,"Fast delivery, great service!",5,No,No,2/6/2018
ORD005148,CUST1984,Blinkit,39,Fruits & Vegetables,163,"Very late delivery, not happy.",2,No,Yes,2/7/2018
ORD005149,CUST5653,Swiggy Instamart,46,Fruits & Vegetables,430,Items missing from order.,2,Yes,Yes,2/8/2018
ORD005150,CUST4288,JioMart,31,Dairy,195,"Very late delivery, not happy.",2,No,Yes,2/9/2018
ORD005151,CUST5444,Blinkit,33,Grocery,644,Quick and reliable!,5,No,No,2/10/2018
ORD005152,CUST1869,Blinkit,28,Grocery,581,Items missing from order.,2,No,Yes,2/11/2018
ORD005153,CUST8617,Blinkit,30,Snacks,160,"Horrible experience, never ordering again.",1,No,Yes,2/12/2018
ORD005154,CUST1136,JioMart,35,Snacks,161,Items missing from order.,2,No,Yes,2/13/2018
ORD005155,CUST2091,JioMart,19,Beverages,838,Items missing from order.,2,No,Yes,2/14/2018
ORD005156,CUST7367,JioMart,36,Beverages,420,"Horrible experience, never ordering again.",1,No,Yes,2/15/2018
ORD005157,CUST5445,Swiggy Instamart,26,Beverages,816,Items missing from order.,2,No,Yes,2/16/2018
ORD005158,CUST6901,Swiggy Instamart,22,Dairy,333,"Not fresh, disappointed.",2,No,Yes,2/17/2018
ORD005159,CUST2767,Blinkit,22,Snacks,351,Items missing from order.,2,No,Yes,2/18/2018
ORD005160,CUST1312,JioMart,49,Dairy,405,Very satisfied with the service.,5,Yes,No,2/19/2018
ORD005161,CUST5792,Blinkit,42,Beverages,528,"Easy to order, loved it!",5,Yes,No,2/20/2018
ORD005162,CUST7332,JioMart,21,Dairy,249,"Not fresh, disappointed.",2,No,Yes,2/21/2018
ORD005163,CUST4787,JioMart,32,Beverages,348,Excellent experience!,5,No,No,2/22/2018
ORD005164,CUST7237,JioMart,32,Snacks,459,"Horrible experience, never ordering again.",1,No,Yes,2/23/2018
ORD005165,CUST9331,Swiggy Instamart,47,Fruits & Vegetables,376,Packaging could be better.,3,Yes,No,2/24/2018
ORD005166,CUST2631,Swiggy Instamart,25,Personal Care,886,Excellent experience!,5,No,No,2/25/2018
ORD005167,CUST6168,JioMart,7,Snacks,345,"Horrible experience, never ordering again.",1,No,Yes,2/26/2018
ORD005168,CUST8940,Blinkit,28,Snacks,373,Excellent experience!,5,No,No,2/27/2018
ORD005169,CUST9709,JioMart,27,Dairy,232,Very satisfied with the service.,5,No,No,2/28/2018
ORD005170,CUST2442,JioMart,34,Snacks,320,"Easy to order, loved it!",5,No,No,3/1/2018
ORD005171,CUST4054,Blinkit,38,Beverages,152,Good quality products.,4,No,No,3/2/2018
ORD005172,CUST4258,JioMart,41,Grocery,298,"Not fresh, disappointed.",2,Yes,Yes,3/3/2018
ORD005173,CUST9202,Blinkit,41,Snacks,411,Wrong item delivered.,1,Yes,Yes,3/4/2018
ORD005174,CUST8503,Swiggy Instamart,36,Fruits & Vegetables,261,Very satisfied with the service.,5,No,No,3/5/2018
ORD005175,CUST1352,Swiggy Instamart,40,Snacks,235,Delivery person was rude.,2,No,Yes,3/6/2018
ORD005176,CUST1651,Blinkit,16,Beverages,995,Wrong item delivered.,1,No,Yes,3/7/2018
ORD005177,CUST5053,Swiggy Instamart,27,Snacks,411,"Horrible experience, never ordering again.",1,No,Yes,3/8/2018
ORD005178,CUST9673,Swiggy Instamart,30,Personal Care,1770,"Not fresh, disappointed.",2,No,Yes,3/9/2018
ORD005179,CUST5995,Blinkit,34,Snacks,373,"Easy to order, loved it!",5,No,No,3/10/2018
ORD005180,CUST6465,Swiggy Instamart,23,Dairy,440,Wrong item delivered.,1,No,Yes,3/11/2018
ORD005181,CUST9027,JioMart,23,Grocery,586,Very satisfied with the service.,5,No,No,3/12/2018
ORD005182,CUST7445,JioMart,26,Beverages,796,Excellent experience!,5,No,No,3/13/2018
ORD005183,CUST3572,Blinkit,34,Dairy,768,Delivery person was rude.,2,No,Yes,3/14/2018
ORD005184,CUST1301,Swiggy Instamart,5,Dairy,656,Very satisfied with the service.,5,No,No,3/15/2018
ORD005185,CUST6681,JioMart,29,Dairy,150,Packaging could be better.,3,No,No,3/16/2018
ORD005186,CUST6765,JioMart,22,Personal Care,1260,Excellent experience!,5,No,No,3/17/2018
ORD005187,CUST6822,Swiggy Instamart,21,Beverages,914,Packaging could be better.,3,No,No,3/18/2018
ORD005188,CUST5953,Swiggy Instamart,33,Dairy,558,Wrong item delivered.,1,No,Yes,3/19/2018
ORD005189,CUST4869,JioMart,31,Snacks,332,Good quality products.,4,No,No,3/20/2018
ORD005190,CUST9212,JioMart,32,Personal Care,1510,Delivery person was rude.,2,No,Yes,3/21/2018
ORD005191,CUST5519,Blinkit,31,Personal Care,664,"Not fresh, disappointed.",2,No,Yes,3/22/2018
ORD005192,CUST2015,Blinkit,44,Grocery,1067,Delivery person was rude.,2,Yes,Yes,3/23/2018
ORD005193,CUST5221,JioMart,41,Personal Care,298,Wrong item delivered.,1,Yes,Yes,3/24/2018
ORD005194,CUST7343,Blinkit,16,Fruits & Vegetables,398,Good quality products.,4,No,No,3/25/2018
ORD005195,CUST1482,JioMart,25,Snacks,317,Very satisfied with the service.,5,No,No,3/26/2018
ORD005196,CUST5590,JioMart,26,Snacks,320,Wrong item delivered.,1,No,Yes,3/27/2018
ORD005197,CUST4695,Blinkit,14,Snacks,433,Quick and reliable!,5,No,No,3/28/2018
ORD005198,CUST3485,Blinkit,57,Personal Care,1241,"Fast delivery, great service!",5,Yes,No,3/29/2018
ORD005199,CUST6599,Swiggy Instamart,31,Snacks,323,Quick and reliable!,5,No,No,3/30/2018
ORD005200,CUST7436,Swiggy Instamart,18,Grocery,576,Excellent experience!,5,No,No,3/31/2018
ORD005201,CUST3248,Swiggy Instamart,40,Grocery,332,"Not fresh, disappointed.",2,No,Yes,4/1/2018
ORD005202,CUST2438,JioMart,31,Snacks,319,Delivery person was rude.,2,No,Yes,4/2/2018
ORD005203,CUST7262,Blinkit,22,Snacks,391,Packaging could be better.,3,No,No,4/3/2018
ORD005204,CUST9531,JioMart,36,Beverages,967,Excellent experience!,5,No,No,4/4/2018
ORD005205,CUST4726,Blinkit,39,Grocery,372,"Not fresh, disappointed.",2,No,Yes,4/5/2018
ORD005206,CUST7837,JioMart,36,Beverages,103,Good quality products.,4,No,No,4/6/2018
ORD005207,CUST4938,Swiggy Instamart,35,Dairy,204,Excellent experience!,5,No,No,4/7/2018
ORD005208,CUST3502,Swiggy Instamart,22,Fruits & Vegetables,580,Excellent experience!,5,No,No,4/8/2018
ORD005209,CUST7987,Swiggy Instamart,13,Fruits & Vegetables,611,Packaging could be better.,3,No,No,4/9/2018
ORD005210,CUST6118,JioMart,17,Grocery,580,Items missing from order.,2,No,Yes,4/10/2018
ORD005211,CUST6395,Blinkit,25,Grocery,1004,Good quality products.,4,No,No,4/11/2018
ORD005212,CUST8359,Blinkit,12,Grocery,257,Items missing from order.,2,No,Yes,4/12/2018
ORD005213,CUST9883,Swiggy Instamart,48,Beverages,740,Good quality products.,4,Yes,No,4/13/2018
ORD005214,CUST3158,Swiggy Instamart,20,Beverages,736,"Not fresh, disappointed.",2,No,Yes,4/14/2018
ORD005215,CUST4387,Swiggy Instamart,28,Dairy,534,"Very late delivery, not happy.",2,No,Yes,4/15/2018
ORD005216,CUST3270,Swiggy Instamart,31,Personal Care,888,"Easy to order, loved it!",5,No,No,4/16/2018
ORD005217,CUST9869,Blinkit,41,Beverages,745,Wrong item delivered.,1,Yes,Yes,4/17/2018
ORD005218,CUST4314,JioMart,34,Beverages,716,"Horrible experience, never ordering again.",1,No,Yes,4/18/2018
ORD005219,CUST3262,JioMart,31,Fruits & Vegetables,659,"Easy to order, loved it!",5,No,No,4/19/2018
ORD005220,CUST6062,JioMart,53,Personal Care,1469,Quick and reliable!,5,Yes,No,4/20/2018
ORD005221,CUST9582,JioMart,46,Beverages,852,Items missing from order.,2,Yes,Yes,4/21/2018
ORD005222,CUST3215,Swiggy Instamart,33,Grocery,1023,Items missing from order.,2,No,Yes,4/22/2018
ORD005223,CUST8046,Swiggy Instamart,32,Fruits & Vegetables,285,Good quality products.,4,No,No,4/23/2018
ORD005224,CUST3378,Swiggy Instamart,28,Fruits & Vegetables,293,"Not fresh, disappointed.",2,No,Yes,4/24/2018
ORD005225,CUST3589,JioMart,37,Snacks,169,Delivery person was rude.,2,No,Yes,4/25/2018
ORD005226,CUST6201,Swiggy Instamart,26,Personal Care,1394,Very satisfied with the service.,5,No,No,4/26/2018
ORD005227,CUST2111,Swiggy Instamart,22,Grocery,882,Good quality products.,4,No,No,4/27/2018
ORD005228,CUST9732,Blinkit,43,Personal Care,1670,"Horrible experience, never ordering again.",1,Yes,Yes,4/28/2018
ORD005229,CUST2939,Blinkit,22,Fruits & Vegetables,279,Good quality products.,4,No,No,4/29/2018
ORD005230,CUST4016,Swiggy Instamart,29,Grocery,568,"Very late delivery, not happy.",2,No,Yes,4/30/2018
ORD005231,CUST6203,Blinkit,26,Fruits & Vegetables,100,Excellent experience!,5,No,No,5/1/2018
ORD005232,CUST3384,Blinkit,29,Snacks,340,Delivery person was rude.,2,No,Yes,5/2/2018
ORD005233,CUST1483,Swiggy Instamart,32,Dairy,236,Good quality products.,4,No,No,5/3/2018
ORD005234,CUST6221,Swiggy Instamart,30,Personal Care,1318,"Easy to order, loved it!",5,No,No,5/4/2018
ORD005235,CUST7783,Swiggy Instamart,21,Personal Care,108,"Horrible experience, never ordering again.",1,No,Yes,5/5/2018
ORD005236,CUST7737,Swiggy Instamart,25,Dairy,179,Good quality products.,4,No,No,5/6/2018
ORD005237,CUST5970,JioMart,36,Snacks,366,"Fast delivery, great service!",5,No,No,5/7/2018
ORD005238,CUST8258,JioMart,32,Personal Care,971,Delivery person was rude.,2,No,Yes,5/8/2018
ORD005239,CUST5485,Swiggy Instamart,33,Beverages,787,Good quality products.,4,No,No,5/9/2018
ORD005240,CUST3489,Blinkit,39,Dairy,798,Very satisfied with the service.,5,No,No,5/10/2018
ORD005241,CUST4079,Swiggy Instamart,35,Personal Care,157,"Very late delivery, not happy.",2,No,Yes,5/11/2018
ORD005242,CUST2749,Swiggy Instamart,24,Grocery,361,Items missing from order.,2,No,Yes,5/12/2018
ORD005243,CUST3155,Blinkit,33,Fruits & Vegetables,551,Good quality products.,4,No,No,5/13/2018
ORD005244,CUST4026,JioMart,33,Snacks,242,Good quality products.,4,No,No,5/14/2018
ORD005245,CUST1429,Swiggy Instamart,14,Personal Care,1268,Very satisfied with the service.,5,No,No,5/15/2018
ORD005246,CUST5372,Swiggy Instamart,13,Fruits & Vegetables,125,"Easy to order, loved it!",5,No,No,5/16/2018
ORD005247,CUST4783,JioMart,34,Dairy,257,Quick and reliable!,5,No,No,5/17/2018
ORD005248,CUST4804,JioMart,24,Dairy,299,"Very late delivery, not happy.",2,No,Yes,5/18/2018
ORD005249,CUST4783,Blinkit,25,Grocery,280,"Horrible experience, never ordering again.",1,No,Yes,5/19/2018
ORD005250,CUST1427,JioMart,32,Beverages,799,Delivery person was rude.,2,No,Yes,5/20/2018
ORD005251,CUST6886,JioMart,30,Fruits & Vegetables,520,Packaging could be better.,3,No,No,5/21/2018
ORD005252,CUST2302,JioMart,29,Grocery,640,Very satisfied with the service.,5,No,No,5/22/2018
ORD005253,CUST8808,Blinkit,44,Personal Care,1315,"Horrible experience, never ordering again.",1,Yes,Yes,5/23/2018
ORD005254,CUST3196,JioMart,27,Dairy,186,Items missing from order.,2,No,Yes,5/24/2018
ORD005255,CUST9230,JioMart,32,Dairy,149,Delivery person was rude.,2,No,Yes,5/25/2018
ORD005256,CUST8680,Blinkit,24,Dairy,166,Items missing from order.,2,No,Yes,5/26/2018
ORD005257,CUST7126,JioMart,40,Fruits & Vegetables,507,Packaging could be better.,3,No,No,5/27/2018
ORD005258,CUST4014,JioMart,33,Grocery,207,Very satisfied with the service.,5,No,No,5/28/2018
ORD005259,CUST7348,Blinkit,47,Grocery,269,Packaging could be better.,3,Yes,No,5/29/2018
ORD005260,CUST9051,Swiggy Instamart,31,Personal Care,1404,"Fast delivery, great service!",5,No,No,5/30/2018
ORD005261,CUST8763,Blinkit,33,Snacks,432,"Easy to order, loved it!",5,No,No,5/31/2018
ORD005262,CUST3253,JioMart,29,Snacks,462,Items missing from order.,2,No,Yes,6/1/2018
ORD005263,CUST3683,JioMart,45,Grocery,654,"Horrible experience, never ordering again.",1,Yes,Yes,6/2/2018
ORD005264,CUST4166,JioMart,33,Dairy,311,Packaging could be better.,3,No,No,6/3/2018
ORD005265,CUST4707,Blinkit,29,Fruits & Vegetables,303,"Fast delivery, great service!",5,No,No,6/4/2018
ORD005266,CUST1528,JioMart,21,Snacks,256,Delivery person was rude.,2,No,Yes,6/5/2018
ORD005267,CUST7694,JioMart,7,Beverages,727,Excellent experience!,5,No,No,6/6/2018
ORD005268,CUST1245,Blinkit,30,Snacks,141,Items missing from order.,2,No,Yes,6/7/2018
ORD005269,CUST5421,Swiggy Instamart,26,Personal Care,821,Good quality products.,4,No,No,6/8/2018
ORD005270,CUST7767,Swiggy Instamart,5,Grocery,768,"Fast delivery, great service!",5,No,No,6/9/2018
ORD005271,CUST4646,JioMart,25,Snacks,446,"Easy to order, loved it!",5,No,No,6/10/2018
ORD005272,CUST4323,Blinkit,19,Grocery,260,Wrong item delivered.,1,No,Yes,6/11/2018
ORD005273,CUST4351,JioMart,46,Fruits & Vegetables,63,"Not fresh, disappointed.",2,Yes,Yes,6/12/2018
ORD005274,CUST2083,Blinkit,29,Fruits & Vegetables,613,Quick and reliable!,5,No,No,6/13/2018
ORD005275,CUST3901,Blinkit,42,Dairy,665,"Not fresh, disappointed.",2,Yes,Yes,6/14/2018
ORD005276,CUST8197,Swiggy Instamart,34,Personal Care,1755,Packaging could be better.,3,No,No,6/15/2018
ORD005277,CUST9027,Swiggy Instamart,40,Personal Care,1985,Items missing from order.,2,No,Yes,6/16/2018
ORD005278,CUST6323,Blinkit,53,Snacks,166,"Very late delivery, not happy.",2,Yes,Yes,6/17/2018
ORD005279,CUST8496,JioMart,38,Fruits & Vegetables,524,Very satisfied with the service.,5,No,No,6/18/2018
ORD005280,CUST5043,Swiggy Instamart,62,Snacks,68,Excellent experience!,5,Yes,No,6/19/2018
ORD005281,CUST8005,JioMart,36,Fruits & Vegetables,60,"Very late delivery, not happy.",2,No,Yes,6/20/2018
ORD005282,CUST7633,Swiggy Instamart,42,Dairy,329,Very satisfied with the service.,5,Yes,No,6/21/2018
ORD005283,CUST1685,Swiggy Instamart,26,Dairy,214,"Not fresh, disappointed.",2,No,Yes,6/22/2018
ORD005284,CUST7232,JioMart,15,Personal Care,973,"Not fresh, disappointed.",2,No,Yes,6/23/2018
ORD005285,CUST6126,Swiggy Instamart,5,Fruits & Vegetables,158,Wrong item delivered.,1,No,Yes,6/24/2018
ORD005286,CUST7457,Swiggy Instamart,38,Fruits & Vegetables,620,"Not fresh, disappointed.",2,No,Yes,6/25/2018
ORD005287,CUST9784,JioMart,25,Snacks,241,Very satisfied with the service.,5,No,No,6/26/2018
ORD005288,CUST9605,Swiggy Instamart,26,Snacks,473,"Horrible experience, never ordering again.",1,No,Yes,6/27/2018
ORD005289,CUST1630,Swiggy Instamart,26,Grocery,1224,Delivery person was rude.,2,No,Yes,6/28/2018
ORD005290,CUST9530,Swiggy Instamart,23,Grocery,379,Very satisfied with the service.,5,No,No,6/29/2018
ORD005291,CUST2791,JioMart,46,Grocery,735,Items missing from order.,2,Yes,Yes,6/30/2018
ORD005292,CUST8399,Blinkit,21,Dairy,780,"Not fresh, disappointed.",2,No,Yes,7/1/2018
ORD005293,CUST8485,JioMart,34,Dairy,335,Quick and reliable!,5,No,No,7/2/2018
ORD005294,CUST1694,Blinkit,34,Fruits & Vegetables,473,"Very late delivery, not happy.",2,No,Yes,7/3/2018
ORD005295,CUST5025,Swiggy Instamart,15,Dairy,469,"Fast delivery, great service!",5,No,No,7/4/2018
ORD005296,CUST9498,Blinkit,35,Beverages,946,Excellent experience!,5,No,No,7/5/2018
ORD005297,CUST9812,JioMart,18,Fruits & Vegetables,485,Excellent experience!,5,No,No,7/6/2018
ORD005298,CUST7481,JioMart,29,Personal Care,807,Excellent experience!,5,No,No,7/7/2018
ORD005299,CUST1643,Swiggy Instamart,26,Personal Care,1334,Delivery person was rude.,2,No,Yes,7/8/2018
ORD005300,CUST7347,Blinkit,30,Dairy,723,"Easy to order, loved it!",5,No,No,7/9/2018
ORD005301,CUST9456,Swiggy Instamart,36,Dairy,458,"Not fresh, disappointed.",2,No,Yes,7/10/2018
ORD005302,CUST1807,Swiggy Instamart,21,Grocery,1297,Items missing from order.,2,No,Yes,7/11/2018
ORD005303,CUST4110,JioMart,24,Grocery,1081,"Horrible experience, never ordering again.",1,No,Yes,7/12/2018
ORD005304,CUST5770,Blinkit,13,Grocery,824,Good quality products.,4,No,No,7/13/2018
ORD005305,CUST8201,Blinkit,19,Snacks,91,"Easy to order, loved it!",5,No,No,7/14/2018
ORD005306,CUST7521,Blinkit,37,Grocery,598,Items missing from order.,2,No,Yes,7/15/2018
ORD005307,CUST5989,Blinkit,26,Beverages,387,"Horrible experience, never ordering again.",1,No,Yes,7/16/2018
ORD005308,CUST5684,Swiggy Instamart,39,Personal Care,1225,"Very late delivery, not happy.",2,No,Yes,7/17/2018
ORD005309,CUST8558,Swiggy Instamart,20,Fruits & Vegetables,686,Very satisfied with the service.,5,No,No,7/18/2018
ORD005310,CUST3727,JioMart,22,Beverages,673,Wrong item delivered.,1,No,Yes,7/19/2018
ORD005311,CUST7921,Swiggy Instamart,41,Snacks,68,Very satisfied with the service.,5,Yes,No,7/20/2018
ORD005312,CUST5823,Swiggy Instamart,32,Snacks,343,"Not fresh, disappointed.",2,No,Yes,7/21/2018
ORD005313,CUST1893,JioMart,15,Snacks,181,Good quality products.,4,No,No,7/22/2018
ORD005314,CUST9470,JioMart,24,Grocery,746,Quick and reliable!,5,No,No,7/23/2018
ORD005315,CUST3330,JioMart,38,Dairy,691,Excellent experience!,5,No,No,7/24/2018
